Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal,Scene_ID,Influence_0,Influence_1,ElapsedTime_0,ElapsedTime_1,Sequence_Length
3162,"Oh, in that caseYay!  That was me hopping on board.",Phoebe,joy,positive,315,7,4,9,"00:02:05,458","00:02:13,006",1,1,76,0.0,0.8537117903930131,1.0,0.0,2
3182,Oh! Heres Joseph Francis!,Phoebe,joy,positive,317,7,7,11,"00:03:55,401","00:03:58,195",1,1,77,0.0,0.0,1.0,1.0,1
3184,So what?! That doesnt give you the right to ditch me!,Phoebe,anger,negative,317,9,7,11,"00:04:03,576","00:04:05,953",0,1,77,0.0,0.8537117903930131,1.0,0.0,2
3187,I dont accept this rule.,Phoebe,anger,negative,317,12,7,11,"00:04:12,460","00:04:13,752",0,1,77,0.0,0.8537117903930131,1.0,0.0,3
3188,"When we make plans, I expect you to show up.",Phoebe,anger,negative,317,13,7,11,"00:04:13,920","00:04:16,338",0,1,77,0.0,0.8537117903930131,1.0,0.0,4
3189,"Okay, I cant just be a way to kill time til you meet someone better!",Phoebe,anger,negative,317,14,7,11,"00:04:16,506","00:04:19,758",0,1,77,0.0,0.8537117903930131,1.0,0.0,5
3190,"Yknow boyfriends and girlfriends come and go, but this  is for life!",Phoebe,anger,negative,317,15,7,11,"00:04:19,926","00:04:24,638",0,1,77,0.0,0.8537117903930131,1.0,0.0,6
3239,Hey!,Phoebe,joy,positive,321,0,8,7,"0:16:33,659","0:16:34,301",1,1,78,0.0,0.0,1.0,1.0,1
3241,Hey!  Can we pick up where we left off?,Phoebe,joy,positive,321,2,8,7,"00:16:38,288","00:16:40,915",1,1,78,0.0,0.8537117903930131,1.0,0.0,2
3249,Ew! Ew! Ew! Ew! Ew! Ew!,Phoebe,disgust,negative,321,10,8,7,"0:16:55,889","0:16:59,226",0,1,78,0.0,0.8537117903930131,1.0,0.0,3
3264,"Well yeah, I lied before.",Phoebe,sadness,negative,326,0,8,1,"00:20:55,587","00:20:58,130",0,0,79,0.0,0.0,1.0,1.0,1
3273,You said I was boring--Ohh!,Phoebe,anger,negative,327,0,5,22,"00:18:18,555","00:18:21,265",0,1,80,0.0,0.0,1.0,1.0,1
3277,"Oh, come on!",Phoebe,joy,positive,327,4,5,22,"00:18:32,444","00:18:33,486",1,1,80,0.0,0.8537117903930131,1.0,0.0,2
3279,"We were playing chess, you said I was boring, and then you took off your energy mask and you were Cameron Diaz!",Phoebe,anger,negative,327,6,5,22,"00:18:37,783","00:18:41,744",0,1,80,0.0,0.8537117903930131,1.0,0.0,3
3306,Oh! Here we,Phoebe,anger,negative,331,0,5,2,"00:07:46,799","00:07:48,383",0,1,81,0.0,0.0,1.0,1.0,1
3311,"Cause all I ever get to do now is pregnant stuff, it just bums me out.",Phoebe,sadness,negative,331,4,5,2,"00:08:01,606","00:08:05,066",0,0,81,0.0,0.8537117903930131,1.0,0.0,1
3482,"Well, umm, my Moms friend, Phoebe, is actually my birth Mom.",Phoebe,sadness,negative,347,4,4,1,"00:04:45,785","00:04:49,246",0,0,82,0.0,0.0,1.0,1.0,1
3485,"Oh, my new Mom, who-whos a big, fat abandoner!",Phoebe,sadness,negative,347,7,4,1,"00:04:57,547","00:05:00,632",0,0,82,0.34615384615384615,0.0,0.0,1.0,2
3487,"No. Im just, I wanna, I need to be alone.",Phoebe,sadness,negative,347,9,4,1,"00:05:05,555","00:05:09,641",0,0,82,0.34615384615384615,0.0,0.0,1.0,3
3488,Monica!,Phoebe,sadness,negative,347,10,4,1,"0:05:12,270","0:05:13,022",0,0,82,0.34615384615384615,0.0,0.0,1.0,4
3497,Hey!,Phoebe,joy,positive,349,1,9,19,"0:01:53,420","0:01:54,342",1,1,83,0.0,0.0,1.0,1.0,1
3500,Sure!,Phoebe,joy,positive,349,4,9,19,"0:01:59,161","0:02:00,253",1,1,83,0.0,0.8537117903930131,1.0,0.0,2
3503,"Well, I can't give you a massage, because my licence has been    revoked again!",Phoebe,sadness,negative,349,7,9,19,"00:02:04,000","00:02:10,381",0,0,83,0.0,0.8537117903930131,1.0,0.0,1
3595,"No, no, its just my tooth.",Phoebe,sadness,negative,358,3,3,8,"00:00:12,887","00:00:14,888",0,0,84,0.0,0.0,1.0,1.0,1
3598,"No thanks, I have a good one too. I just, I, I cant see him.",Phoebe,fear,negative,358,6,3,8,"00:00:20,854","00:00:25,107",0,1,84,0.34615384615384615,0.0,0.0,1.0,1
3601,"Because, every time I go to the dentist, somebody dies.",Phoebe,anger,negative,358,9,3,8,"00:00:31,448","00:00:36,368",0,1,84,0.0,0.35945759595495286,1.0,0.5789473684210527,2
3606,"Yes, while I was in the chair!",Phoebe,sadness,negative,358,14,3,8,"00:00:58,475","00:01:00,684",0,0,84,0.0,0.3526200873362445,1.0,0.5869565217391305,1
3610,"Well tell that to them. Oh! You cant, their dead.",Phoebe,sadness,negative,358,18,3,8,"00:01:14,949","00:01:17,743",0,0,84,0.21735241502683364,0.0,0.37209302325581395,1.0,2
3723,"Nothing, nothing.",Phoebe,joy,positive,372,1,1,13,"0:19:08,189","0:19:09,452",1,1,85,0.0,0.0,1.0,1.0,1
3725,"It's, I mean, it's nothing, I'm fine.",Phoebe,sadness,negative,372,3,1,13,"00:19:17,030","00:19:18,781",0,0,85,0.0,0.8537117903930131,1.0,0.0,1
3726,It's my friends.,Phoebe,sadness,negative,372,4,1,13,"00:19:18,991","00:19:20,950",0,0,85,0.31153846153846154,0.0,0.1,1.0,2
3727,They-they have a liking problem with you.,Phoebe,sadness,negative,372,5,1,13,"00:19:21,201","00:19:23,870",0,0,85,0.2662721893491124,0.0,0.23076923076923078,1.0,3
3728,"In that, um, they don't.",Phoebe,sadness,negative,372,6,1,13,"00:19:24,121","00:19:26,956",0,0,85,0.28125,0.0,0.1875,1.0,4
3730,But they don't see all the wonderfulness that I see.,Phoebe,joy,positive,372,8,1,13,"00:19:32,796","00:19:37,091",1,1,85,0.23076923076923078,0.0,0.3333333333333333,1.0,1
3731,They don't see all the good stuff and all the sweet stuff.,Phoebe,sadness,negative,372,9,1,13,"00:19:37,342","00:19:40,845",0,0,85,0.0,0.5253611017803158,1.0,0.38461538461538464,1
3732,They just think you're a little...,Phoebe,joy,positive,372,10,1,13,"00:19:41,096","00:19:42,638",1,1,85,0.19230769230769232,0.0,0.4444444444444444,1.0,1
3766,Hey!,Phoebe,joy,positive,376,1,7,22,"0:15:46,445","0:15:47,710",1,1,86,0.0,0.0,1.0,1.0,1
3768,Wow! Nice! Manly and also kind of a slut.,Phoebe,fear,negative,376,3,7,22,"00:15:59,208","00:16:03,836",0,1,86,0.0,0.8537117903930131,1.0,0.0,2
3820,"Well, maybe we will.  Oh!",Phoebe,joy,positive,384,4,8,17,"00:10:22,830","00:10:27,626",1,1,87,0.0,0.0,1.0,1.0,1
3821,"Well, thats not something a girl wants to hear.",Phoebe,anger,negative,385,0,3,6,"00:20:38,403","00:20:41,155",0,1,88,0.0,0.0,1.0,1.0,1
3823,What?,Phoebe,sadness,negative,385,2,3,6,"00:20:44,534","00:20:45,785",0,0,88,0.0,0.8537117903930131,1.0,0.0,1
3828,"Oh, Ross youre right, I dont know why I always thought this was real grass.",Phoebe,sadness,negative,387,0,3,6,"00:21:17,859","00:21:21,988",0,0,89,0.0,0.0,1.0,1.0,1
3857,"So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.",Phoebe,joy,positive,389,6,4,2,"00:12:11,105","00:12:16,818",1,1,90,0.0,0.0,1.0,1.0,1
3870,"Hey, Joey!",Phoebe,joy,positive,392,1,4,23,"0:17:50,486","0:17:51,078",1,1,91,0.0,0.0,1.0,1.0,1
3871,Hey!,Phoebe,joy,positive,392,2,4,23,"0:17:51,078","0:17:51,180",1,1,91,0.0,0.8537117903930131,1.0,0.0,2
3872,Ooh!,Phoebe,joy,positive,392,3,4,23,"0:17:51,180","0:17:52,807",1,1,91,0.0,0.8537117903930131,1.0,0.0,3
3873,Ooh!,Phoebe,joy,positive,392,4,4,23,"0:17:52,807","0:17:53,009",1,1,91,0.0,0.8537117903930131,1.0,0.0,4
3875,"And I was gonna go over and say hi! but then I figured, he doesnt care if he looks like you.",Phoebe,joy,positive,392,6,4,23,"00:17:56,033","00:18:00,495",1,1,91,0.0,0.8537117903930131,1.0,0.0,5
3877,"Ohh, theyre having a",Phoebe,joy,positive,392,8,4,23,"00:18:08,712","00:18:10,797",1,1,91,0.0,0.8537117903930131,1.0,0.0,6
3881,"All right, the seven of us miss you.",Phoebe,joy,positive,392,12,4,23,"00:18:24,061","00:18:26,395",1,1,91,0.0,0.8537117903930131,1.0,0.0,7
3907,"Ok, I've got milk  Here you go...  Oh! Better?",Phoebe,anger,negative,398,2,1,12,"00:14:43,924","00:15:01,733",0,1,92,0.0,0.0,1.0,1.0,1
3911,I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!,Phoebe,sadness,negative,398,6,1,12,"00:15:29,887","00:15:32,013",0,0,92,0.0,0.8537117903930131,1.0,0.0,1
3914,Such a pig!,Phoebe,disgust,negative,398,9,1,12,"0:15:39,772","0:15:41,044",0,1,92,0.28434065934065933,0.0,0.17857142857142858,1.0,1
3916,Oh he's like a...,Phoebe,disgust,negative,398,11,1,12,"0:15:42,306","0:15:42,581",0,1,92,0.0,0.6567013772253947,1.0,0.23076923076923078,2
3920,"Yes, good! Ok...",Phoebe,anger,negative,400,0,1,12,"00:15:46,403","00:15:48,738",0,1,93,0.0,0.0,1.0,1.0,1
3922,"Oh! I know!  It's because... he's gorgeous, and he's charming, and when he looks at you...",Phoebe,sadness,negative,400,2,1,12,"00:16:01,001","00:16:13,554",0,0,93,0.0,0.8537117903930131,1.0,0.0,1
3936,"Hi Phoebe Abott, Im your best friends daughter!",Phoebe,joy,positive,401,7,3,25,"00:05:24,324","00:05:27,679",1,1,94,0.0,0.0,1.0,1.0,1
3940,"Phoebe.  Phoebe. Phoebe, yeah. She named me after you I guess.",Phoebe,sadness,negative,401,11,3,25,"00:05:44,469","00:05:49,097",0,0,94,0.0,0.8537117903930131,1.0,0.0,1
3977,"Well, it helps the bee look tough in front of his bee friends. The bee is happy and I am definitely not.",Phoebe,sadness,negative,407,1,5,4,"00:13:44,615","00:13:51,704",0,0,95,0.0,0.0,1.0,1.0,1
4024,Was it my work? Were they mad? Was it Jack? Did he yell?!,Phoebe,fear,negative,411,1,6,15,"00:19:50,856","00:19:53,357",0,1,96,0.0,0.0,1.0,1.0,1
4026,Thank God.,Phoebe,joy,positive,411,3,6,15,"00:19:59,114","00:20:00,656",1,1,96,0.0,0.8537117903930131,1.0,0.0,2
4028,"...DUMB, DRUNKEN, BITCH!!!   Thank you, thanks.",Phoebe,anger,negative,412,0,4,2,"00:04:03,117","00:04:12,709",0,1,97,0.0,0.0,1.0,1.0,1
4104,"Hey! You guys, Im writing a holiday song for everyone. Do you want to hear it?",Phoebe,joy,positive,420,0,4,10,"00:06:26,344","00:06:29,638",1,1,98,0.0,0.0,1.0,1.0,1
4106,"Oh, yay!",Phoebe,joy,positive,420,2,4,10,"0:06:56,124","0:06:56,360",1,1,98,0.0,0.8537117903930131,1.0,0.0,2
4108,I know but its so hard! Nothing rhymes with your stupid name!,Phoebe,disgust,negative,420,4,4,10,"00:07:01,045","00:07:05,507",0,1,98,0.0,0.8537117903930131,1.0,0.0,3
4158,"Hey! Ooh, how was your first day working at the restaurant?",Phoebe,joy,positive,424,15,4,10,"00:10:08,608","00:10:11,693",1,1,99,0.0,0.0,1.0,1.0,1
4168,"Listen, Im sorry about that whole thing with Roger.",Phoebe,sadness,negative,426,1,8,11,"00:21:10,852","00:21:15,731",0,0,100,0.0,0.0,1.0,1.0,1
4169,"It really wasnt right, and I, and I want to make it up to you, so umm, I brought you something that I think youll really enjoy.",Phoebe,anger,negative,426,2,8,11,"00:21:15,899","00:21:24,115",0,1,100,0.34615384615384615,0.0,0.0,1.0,1
4174,"Im sorry, I thought I could do it and I cant!",Phoebe,sadness,negative,426,7,8,11,"00:21:44,553","00:21:47,430",0,0,100,0.0,0.12554585152838432,1.0,0.8529411764705882,1
4181,"I-I wanna be with her,  I like her.",Phoebe,anger,negative,428,1,4,14,"00:21:29,246","00:21:31,247",0,1,101,0.0,0.0,1.0,1.0,1
4204,Hey Rach!,Phoebe,anger,negative,430,3,6,2,"00:02:02,997","00:02:04,373",0,1,102,0.0,0.0,1.0,1.0,1
4216,"Ohh, that's so nice! How great! Well, where? Where's the trip?!",Phoebe,anger,negative,431,6,5,2,"00:14:37,042","00:14:41,045",0,1,103,0.0,0.0,1.0,1.0,1
4219,That sucks!,Phoebe,disgust,negative,431,9,5,2,"00:14:51,807","00:14:52,849",0,1,103,0.0,0.8537117903930131,1.0,0.0,2
4221,I just came from the park!,Phoebe,anger,negative,431,11,5,2,"0:14:55,728","0:14:56,591",0,1,103,0.0,0.8537117903930131,1.0,0.0,3
4222,What are we gonna high five about at the stupid Central Park?,Phoebe,anger,negative,431,12,5,2,"00:14:56,854","00:14:59,731",0,1,103,0.0,0.8537117903930131,1.0,0.0,4
4223,"""Well, it's right by my house, all right!""",Phoebe,anger,negative,431,13,5,2,"00:14:59,982","00:15:02,901",0,1,103,0.0,0.8537117903930131,1.0,0.0,5
4229,"That's fine, just don't bring it in my mouth.",Phoebe,disgust,negative,431,18,5,2,"00:15:29,011","00:15:31,763",0,1,103,0.0,0.8537117903930131,1.0,0.0,6
4287,"No, no, no, I wouldnt do you myself, I mean that would be weird.",Phoebe,disgust,negative,439,1,3,5,"00:13:13,709","00:13:17,837",0,1,104,0.0,0.0,1.0,1.0,1
4289,"Oh, this will be so much fun!",Phoebe,joy,positive,439,3,3,5,"0:13:21,342","0:13:22,764",1,1,104,0.0,0.8537117903930131,1.0,0.0,2
4291,Are you excited?,Phoebe,joy,positive,439,5,3,5,"00:13:25,346","00:13:27,430",1,1,104,0.0,0.8537117903930131,1.0,0.0,3
4295,"Um, that's ok!  Ok. All right. Now we need the semen of a righteous man.",Phoebe,joy,positive,440,2,1,14,"00:12:46,891","00:12:56,941",1,1,105,0.0,0.0,1.0,1.0,1
4342,Its Lafite. The 74 Latour is actually drinking quite nicely.,Phoebe,sadness,negative,445,2,8,8,"00:08:07,361","00:08:12,991",0,0,106,0.0,0.0,1.0,1.0,1
4394,Hey! I call her!,Phoebe,joy,positive,448,7,6,6,"00:10:32,131","00:10:33,632",1,1,107,0.0,0.0,1.0,1.0,1
4420,"Oh, you so would! Oh, you should get that anyway.  Like for clubbing.",Phoebe,sadness,negative,450,7,3,23,"00:13:41,904","00:13:49,869",0,0,108,0.0,0.0,1.0,1.0,1
4456,Fine! Then you tell Roger because he was really looking forward to this!,Phoebe,anger,negative,454,2,8,11,"00:15:39,730","00:15:43,483",0,1,109,0.0,0.0,1.0,1.0,1
4476,"Chandler, I found the perfect ring.",Phoebe,joy,positive,456,0,6,23,"00:13:05,201","00:13:07,327",1,1,110,0.0,0.0,1.0,1.0,1
4478,"Oh my God Chandler, the one you picked is gone. Its over!",Phoebe,anger,negative,456,2,6,23,"00:13:10,664","00:13:14,626",0,1,110,0.0,0.8537117903930131,1.0,0.0,2
4480,Some guy bought it. Im sorry. I tired to stop it but they  put me in jail!,Phoebe,sadness,negative,456,4,6,23,"0:13:17,046","0:13:20,925",0,0,110,0.0,0.8537117903930131,1.0,0.0,1
4482,The little jail between the doors!,Phoebe,anger,negative,456,6,6,23,"00:13:22,343","00:13:26,221",0,1,110,0.2019230769230769,0.0,0.4166666666666667,1.0,1
4484,"I know, Im sorry! But yknow, this ring is better! Monica never even saw the other ring.",Phoebe,anger,negative,456,8,6,23,"00:13:26,597","00:13:33,370",0,1,110,0.0,0.4742843279961184,1.0,0.4444444444444444,2
4520,"No-no, itll be fun! We can come back and we can haunt these guys!",Phoebe,joy,positive,460,3,6,1,"00:13:56,043","00:13:58,169",1,1,111,0.0,0.0,1.0,1.0,1
4602,Im so glad you could make it.,Phoebe,joy,positive,468,4,8,20,"0:04:52,702","0:04:52,844",1,1,112,0.0,0.0,1.0,1.0,1
4606,Yeah I know. Isnt it great? One less person we have to make small talk with.,Phoebe,joy,positive,468,8,8,20,"00:05:05,460","00:05:08,504",1,1,112,0.0,0.8537117903930131,1.0,0.0,2
4624,"Alright you guys, we can’t turn on each other, Okay?   That’s just what she wants.",Phoebe,fear,negative,473,3,9,2,"00:11:30,606","00:11:37,070",0,1,113,0.0,0.0,1.0,1.0,1
4635,We ruined everything.,Phoebe,sadness,negative,474,8,7,19,"0:19:35,340","0:19:36,562",0,0,114,0.0,0.0,1.0,1.0,1
4649,You got it going on!,Phoebe,joy,positive,475,3,9,23,"00:31:29,220","00:31:31,680",1,1,115,0.0,0.0,1.0,1.0,1
4670,All right. Did everyone get out okay?,Phoebe,fear,negative,476,7,3,20,"00:19:38,719","00:19:40,720",0,1,116,0.0,0.0,1.0,1.0,1
4674,"Ohh, the-the Foster puppets!",Phoebe,sadness,negative,476,11,3,20,"00:19:51,773","00:19:53,733",0,0,116,0.0,0.8537117903930131,1.0,0.0,1
4684,"Ohh, thats too bad!",Phoebe,sadness,negative,477,6,3,24,"00:14:33,247","00:14:34,289",0,0,117,0.0,0.0,1.0,1.0,1
4688,"Okay, I hear you! Are you capable of talking about any thing else?",Phoebe,disgust,negative,477,10,3,24,"00:14:46,427","00:14:49,637",0,1,117,0.34615384615384615,0.0,0.0,1.0,1
4755,How do you know?,Phoebe,fear,negative,482,5,7,12,"00:18:25,104","00:18:26,104",0,1,118,0.0,0.0,1.0,1.0,1
4757,"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",Phoebe,anger,negative,482,7,7,12,"00:18:33,403","00:18:38,783",0,1,118,0.0,0.8537117903930131,1.0,0.0,2
4759,Fine!  But please God.. tell me how to stop them from going off!,Phoebe,anger,negative,482,9,7,12,"00:18:43,122","00:18:47,208",0,1,118,0.0,0.8537117903930131,1.0,0.0,3
4768,Oh here it is!,Phoebe,joy,positive,482,15,7,12,"0:19:05,227","0:19:07,069",1,1,118,0.0,0.8537117903930131,1.0,0.0,4
4770,"Ohh, God!",Phoebe,joy,positive,482,17,7,12,"00:19:21,034","00:19:22,712",1,1,118,0.0,0.8537117903930131,1.0,0.0,5
4848,Then why are you answering? Do you at least know what route were on?,Phoebe,anger,negative,495,2,6,17,"00:13:29,350","00:13:34,187",0,1,119,0.0,0.0,1.0,1.0,1
4861,But if...,Phoebe,fear,negative,496,11,3,17,"00:14:19,692","00:14:21,234",0,1,120,0.0,0.0,1.0,1.0,1
4863,"Oh good, oh Joey and Chandler are back.",Phoebe,joy,positive,496,13,3,17,"00:14:19,692","00:14:26,656",1,1,120,0.0,0.8537117903930131,1.0,0.0,2
4880,Definitely!,Phoebe,joy,positive,499,1,6,25,"0:04:42,168","0:04:43,178",1,1,121,0.0,0.0,1.0,1.0,1
4894,Yeah!,Phoebe,joy,positive,499,15,6,25,"0:05:12,270","0:05:14,481",1,1,121,0.0,0.8537117903930131,1.0,0.0,2
4896,"Yeah, I locked him years ago!",Phoebe,joy,positive,499,17,6,25,"00:05:15,440","00:05:17,107",1,1,121,0.0,0.8537117903930131,1.0,0.0,3
5056,Hi!,Phoebe,joy,positive,512,1,7,15,"0:09:39,912","0:09:40,330",1,1,122,0.0,0.0,1.0,1.0,1
5062,Yeah!,Phoebe,joy,positive,512,7,7,15,"0:09:52,925","0:09:53,601",1,1,122,0.0,0.8537117903930131,1.0,0.0,2
5064,"Ooh, now you lost me.",Phoebe,fear,negative,512,9,7,15,"00:09:59,599","00:10:00,974",0,1,122,0.0,0.8537117903930131,1.0,0.0,3
5066,No I didnt!,Phoebe,anger,negative,512,11,7,15,"0:10:02,853","0:10:03,669",0,1,122,0.0,0.8537117903930131,1.0,0.0,4
5068,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!",Phoebe,fear,negative,512,13,7,15,"00:10:06,981","00:10:13,194",0,1,122,0.0,0.8537117903930131,1.0,0.0,5
5103,Come on more!,Phoebe,anger,negative,517,0,8,14,"0:21:50,640","0:21:52,042",0,1,123,0.0,0.0,1.0,1.0,1
5107,You want it there? You take it there baby!,Phoebe,joy,positive,517,4,8,14,"0:21:57,052","0:22:00,294",1,1,123,0.0,0.8537117903930131,1.0,0.0,2
5109,"Yeah, say my name. Say it!  And now Im going to cover you back up, and umm were never doing this again.",Phoebe,joy,positive,517,6,8,14,"00:22:02,040","00:22:22,160",1,1,123,0.0,0.8537117903930131,1.0,0.0,3
5140,Oh.  Its just so unexpected! II uhBoy Ill tell you its just such an honor to be nominated for a,Phoebe,joy,positive,522,2,7,18,"00:21:05,806","00:21:17,817",1,1,124,0.0,0.0,1.0,1.0,1
5144,"Please, dont play the music. Just uh one more.",Phoebe,joy,positive,522,6,7,18,"00:21:41,008","00:21:43,342",1,1,124,0.0,0.8537117903930131,1.0,0.0,2
5157,Fine!,Phoebe,anger,negative,523,12,1,12,"00:10:09,734","00:10:11,234",0,1,125,0.0,0.0,1.0,1.0,1
5159,"Nothing, I'm sorry, I'm just, I'm out of sorts.",Phoebe,sadness,negative,523,14,1,12,"00:10:16,240","00:10:23,872",0,0,125,0.0,0.8537117903930131,1.0,0.0,1
5166,"Well, he made a move on me.",Phoebe,anger,negative,523,21,1,12,"00:10:39,263","00:10:40,513",0,1,125,0.08076923076923075,0.0,0.7666666666666667,1.0,1
5171,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",Phoebe,sadness,negative,524,2,3,10,"00:07:28,156","00:07:34,578",0,0,126,0.0,0.0,1.0,1.0,1
5180,"You keep the old ones in the back, that is so ageist.",Phoebe,anger,negative,524,11,3,10,"00:07:53,556","00:07:58,393",0,1,126,0.34615384615384615,0.0,0.0,1.0,1
5182,"So, what happens to the old guys?",Phoebe,sadness,negative,524,13,3,10,"0:08:01,329","0:08:03,875",0,0,126,0.0,0.6467513563583432,1.0,0.24242424242424243,1
5184,"Why, do I have a feeling thats not as happy as it sounds?  No! Nooooo!!!",Phoebe,fear,negative,524,15,3,10,"00:08:07,361","00:08:14,868",0,1,126,0.1978021978021978,0.0,0.42857142857142855,1.0,1
5218,Get out of here you lurker!  Go on! Get!,Phoebe,anger,negative,527,0,5,24,"00:08:00,313","00:08:04,065",0,1,127,0.0,0.0,1.0,1.0,1
5223,"Ohh, get a room.",Phoebe,disgust,negative,527,5,5,24,"00:08:18,122","00:08:20,290",0,1,127,0.0,0.8537117903930131,1.0,0.0,2
5225,I know. Use it.,Phoebe,disgust,negative,527,7,5,24,"0:08:21,682","0:08:22,506",0,1,127,0.0,0.8537117903930131,1.0,0.0,3
5243,Im sorry.,Phoebe,sadness,negative,530,0,3,25,"0:18:57,136","0:18:58,068",0,0,128,0.0,0.0,1.0,1.0,1
5248,I took this picture from your fridge.,Phoebe,anger,negative,530,5,3,25,"0:19:12,526","0:19:14,548",0,1,128,0.34615384615384615,0.0,0.0,1.0,1
5249,"Okay, because I know that this is my Father.",Phoebe,anger,negative,530,6,3,25,"0:19:14,548","0:19:16,708",0,1,128,0.0,0.7532751091703057,1.0,0.11764705882352941,2
5250,"Yeah, this is Frank Buffay and you are standing right there next to him.",Phoebe,anger,negative,530,7,3,25,"00:19:16,822","00:19:20,241",0,1,128,0.0,0.7638473914042749,1.0,0.10526315789473684,3
5251,"Now, look I deserve to know where I came from.",Phoebe,anger,negative,530,8,3,25,"00:19:20,784","00:19:23,202",0,1,128,0.0,0.7052401746724891,1.0,0.17391304347826086,4
5252,All right?,Phoebe,anger,negative,530,9,3,25,"0:19:23,370","0:19:23,788",0,1,128,0.0,0.7552065838092039,1.0,0.11538461538461539,5
5253,So if you can help me find my Father then you should!,Phoebe,anger,negative,530,10,3,25,"0:19:23,788","0:19:26,641",0,1,128,0.0,0.8537117903930131,1.0,0.0,6
5254,"Otherwise, youre just mean!",Phoebe,anger,negative,530,11,3,25,"00:19:26,748","00:19:29,000",0,1,128,0.0,0.7653967775937359,1.0,0.10344827586206896,7
5255,"So, just tell me the truth!",Phoebe,anger,negative,530,12,3,25,"00:19:31,420","00:19:33,629",0,1,128,0.0,0.7281659388646289,1.0,0.14705882352941177,8
5260,Oh.,Phoebe,sadness,negative,530,17,3,25,"00:19:56,320","00:19:57,570",0,0,128,0.0,0.4919695063281771,1.0,0.423728813559322,1
5311,Oh! No problem! I,Phoebe,joy,positive,534,2,7,19,"00:21:19,611","00:21:21,821",1,1,129,0.0,0.0,1.0,1.0,1
5346,"Okay. HeyOoh, cool sheets!",Phoebe,joy,positive,538,5,6,11,"00:09:01,582","00:09:05,252",1,1,130,0.0,0.0,1.0,1.0,1
5348,Sure!,Phoebe,joy,positive,538,7,6,11,"00:09:05,419","00:09:08,213",1,1,130,0.0,0.8537117903930131,1.0,0.0,2
5350,"You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.",Phoebe,disgust,negative,538,9,6,11,"00:09:11,300","00:09:17,889",0,1,130,0.0,0.8537117903930131,1.0,0.0,3
5391,"Yeah! Okay, here you go.",Phoebe,joy,positive,542,4,3,21,"00:00:11,469","00:00:14,680",1,1,131,0.0,0.0,1.0,1.0,1
5414,"Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions.",Phoebe,sadness,negative,545,1,1,9,"00:13:12,416","00:13:19,798",0,0,132,0.0,0.0,1.0,1.0,1
5416,"Well, 'cause then they'd be like my mom used to make them, you know, before she died.",Phoebe,sadness,negative,545,3,1,9,"00:13:24,094","00:13:25,720",0,0,132,0.34615384615384615,0.0,0.0,1.0,2
5424,Almost never.,Phoebe,anger,negative,545,11,1,9,"00:14:06,220","00:14:09,222",0,1,132,0.34615384615384615,0.0,0.0,1.0,1
5440,I'm totally getting it!,Phoebe,joy,positive,546,13,1,21,"00:06:09,452","00:06:12,537",1,1,133,0.0,0.0,1.0,1.0,1
5631,Bye Chandler!   I miss you already.,Phoebe,sadness,negative,568,4,5,14,"00:09:15,596","00:09:20,225",0,0,134,0.0,0.0,1.0,1.0,1
5649,Im telling you hes dead. What we are about to have here is a dead fat guy on a stick.,Phoebe,anger,negative,571,2,3,8,"00:20:40,239","00:20:45,326",0,1,135,0.0,0.0,1.0,1.0,1
5657,Hes alive! Hes a-live!!!,Phoebe,joy,positive,571,10,3,8,"00:21:11,186","00:21:13,896",1,1,135,0.0,0.8537117903930131,1.0,0.0,2
5691,Say we are unagi!,Phoebe,joy,positive,573,7,6,17,"0:16:03,880","0:16:05,104",1,1,136,0.0,0.0,1.0,1.0,1
5714,We're so stupid! Do you know what's going on in there? They're trying to take Joey!,Phoebe,sadness,negative,574,19,5,5,"00:21:15,691","00:21:21,696",0,0,137,0.0,0.0,1.0,1.0,1
5762,"No, dont look directly at them!",Phoebe,fear,negative,583,6,6,10,"00:17:25,878","00:17:29,047",0,1,138,0.0,0.0,1.0,1.0,1
5778,"I know no, no, y'know you dont deserve this, you dont Ross.",Phoebe,sadness,negative,585,2,3,6,"00:19:51,773","00:19:55,109",0,0,139,0.0,0.0,1.0,1.0,1
5779,"Youre, youre really, youre so good.",Phoebe,sadness,negative,585,3,3,6,"0:19:55,402","0:19:56,364",0,0,139,0.34615384615384615,0.0,0.0,1.0,2
5811,"But ifno look, okay. These jerks might not care about you, but the universe does! And that says a lot!",Phoebe,sadness,negative,589,5,7,13,"00:19:13,819","00:19:21,200",0,0,140,0.0,0.0,1.0,1.0,1
5827,Im having a really good time!,Phoebe,joy,positive,590,4,7,5,"00:08:19,290","00:08:21,374",1,1,141,0.0,0.0,1.0,1.0,1
